Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Us_del_local,Nombre
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Altres usos,2
2017,2,Eixample,10,Sant Antoni,Altres usos,5
2017,3,Sants-Montjuïc,11,el Poble Sec,Altres usos,2
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Altres usos,28
2017,3,Sants-Montjuïc,13,la Marina de Port,Altres usos,14
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres usos,0
2017,3,Sants-Montjuïc,15,Hostafrancs,Altres usos,0
2017,3,Sants-Montjuïc,16,la Bordeta,Altres usos,40
2017,3,Sants-Montjuïc,17,Sants - Badal,Altres usos,0
2017,3,Sants-Montjuïc,18,Sants,Altres usos,1
2017,4,Les Corts,19,les Corts,Altres usos,5
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Altres usos,6
2017,4,Les Corts,21,Pedralbes,Altres usos,0
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Altres usos,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Altres usos,5
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Altres usos,0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Altres usos,16
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Altres usos,4
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Altres usos,2
2017,6,Gràcia,28,Vallcarca i els Penitents,Altres usos,1
2017,6,Gràcia,29,el Coll,Altres usos,0
2017,6,Gràcia,30,la Salut,Altres usos,2
2017,6,Gràcia,31,la Vila de Gràcia,Altres usos,0
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Altres usos,23
2017,7,Horta-Guinardó,33,el Baix Guinardó,Altres usos,6
2017,7,Horta-Guinardó,34,Can Baró,Altres usos,1
2017,7,Horta-Guinardó,35,el Guinardó,Altres usos,0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Altres usos,0
2017,7,Horta-Guinardó,37,el Carmel,Altres usos,0
2017,7,Horta-Guinardó,38,la Teixonera,Altres usos,0
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Altres usos,0
2017,7,Horta-Guinardó,40,Montbau,Altres usos,9
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Altres usos,0
2017,7,Horta-Guinardó,42,la Clota,Altres usos,0
2017,7,Horta-Guinardó,43,Horta,Altres usos,5
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Altres usos,1
2017,8,Nou Barris,45,Porta,Altres usos,4
2017,8,Nou Barris,46,el Turó de la Peira,Altres usos,0
2017,8,Nou Barris,47,Can Peguera,Altres usos,0
2017,8,Nou Barris,48,la Guineueta,Altres usos,0
2017,8,Nou Barris,49,Canyelles,Altres usos,1
2017,8,Nou Barris,50,les Roquetes,Altres usos,0
2017,8,Nou Barris,51,Verdun,Altres usos,1
2017,8,Nou Barris,52,la Prosperitat,Altres usos,0
2017,8,Nou Barris,53,la Trinitat Nova,Altres usos,1
2017,8,Nou Barris,54,Torre Baró,Altres usos,2
2017,8,Nou Barris,55,Ciutat Meridiana,Altres usos,0
2017,8,Nou Barris,56,Vallbona,Altres usos,25
2017,9,Sant Andreu,57,la Trinitat Vella,Altres usos,0
2017,9,Sant Andreu,58,Baró de Viver,Altres usos,0
2017,9,Sant Andreu,59,el Bon Pastor,Altres usos,7
2017,9,Sant Andreu,60,Sant Andreu,Altres usos,4
2017,9,Sant Andreu,61,la Sagrera,Altres usos,2
2017,9,Sant Andreu,62,el Congrés i els Indians,Altres usos,0
2017,9,Sant Andreu,63,Navas,Altres usos,2
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Altres usos,16
2017,10,Sant Martí,65,el Clot,Altres usos,8
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Altres usos,5
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Altres usos,0
2017,10,Sant Martí,68,el Poblenou,Altres usos,1
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Altres usos,4
2017,10,Sant Martí,70,el Besòs i el Maresme,Altres usos,11
2017,10,Sant Martí,71,Provençals del Poblenou,Altres usos,3
2017,10,Sant Martí,72,Sant Martí de Provençals,Altres usos,2
2017,10,Sant Martí,73,la Verneda i la Pau,Altres usos,0
2017,99,No consta,99,No consta,Altres usos,0
